id,method-name,parametes-method,return-method,field-access,methods-method,contain-class-name,attributes-class,methods-class,target-class-name,attributes-class,methods-class,tag,move-tag
63,start  Sub  List,List  Block  List  Block,boolean,,is  Item  Type  Mismatch  To  Sub  List,List  Block,tight,List  Block  List  Block  List  Block  List  Block  is  Tight  is  Loose  set  Tight  set  Loose  get  Last  Blank  Line  Child  get  Ast  Extra,List  Options,my  Parser  Emulation  Profile  item  Interrupt  auto  Loose  auto  Loose  One  Level  Lists  delimiter  Mismatch  To  New  List  end  On  Double  Blank  item  Marker  Space  item  Type  Mismatch  To  New  List  item  Type  Mismatch  To  Sub  List  loose  When  Prev  Has  Trailing  Blank  Line  loose  When  Last  Item  Prev  Has  Trailing  Blank  Line  loose  When  Has  Non  List  Children  loose  When  Blank  Line  Follows  Item  Paragraph  loose  When  Has  Loose  Sub  Item  loose  When  Has  Trailing  Blank  Line  loose  When  Contains  Blank  Line  numbered  Item  Marker  Suffixed  ordered  Item  Dot  Only  ordered  List  Manual  Start  item  Content  After  Suffix  item  Prefix  Chars  code  Indent  item  Indent  new  Item  Code  Indent  item  Marker  Suffixes  Item  Interrupt  bullet  Item  Interrupts  Paragraph  ordered  Item  Interrupts  Paragraph  ordered  Non  One  Item  Interrupts  Paragraph  empty  Bullet  Item  Interrupts  Paragraph  empty  Ordered  Item  Interrupts  Paragraph  empty  Ordered  Non  One  Item  Interrupts  Paragraph  bullet  Item  Interrupts  Item  Paragraph  ordered  Item  Interrupts  Item  Paragraph  ordered  Non  One  Item  Interrupts  Item  Paragraph  empty  Bullet  Item  Interrupts  Item  Paragraph  empty  Ordered  Item  Interrupts  Item  Paragraph  empty  Ordered  Non  One  Item  Interrupts  Item  Paragraph  empty  Bullet  Sub  Item  Interrupts  Item  Paragraph  empty  Ordered  Sub  Item  Interrupts  Item  Paragraph  empty  Ordered  Non  One  Sub  Item  Interrupts  Item  Paragraph  Mutable  Item  Interrupt,List  Options  List  Options  List  Options  get  From  get  is  In  Tight  List  Item  can  Interrupt  can  Start  Sub  List  start  New  List  get  Mutable  set  In  add  Item  Marker  Suffixes  get  Parser  Emulation  Profile  get  Item  Interrupt  is  Auto  Loose  is  Auto  Loose  One  Level  Lists  is  Delimiter  Mismatch  To  New  List  is  End  On  Double  Blank  is  Item  Marker  Space  is  Item  Type  Mismatch  To  New  List  is  Item  Content  After  Suffix  get  Item  Prefix  Chars  is  Item  Type  Mismatch  To  Sub  List  is  Loose  When  Prev  Has  Trailing  Blank  Line  is  Loose  When  Last  Item  Prev  Has  Trailing  Blank  Line  is  Loose  When  Has  Non  List  Children  is  Loose  When  Has  Loose  Sub  Item  is  Loose  When  Has  Trailing  Blank  Line  is  Loose  When  Contains  Blank  Line  is  Loose  When  Blank  Line  Follows  Item  Paragraph  is  Ordered  Item  Dot  Only  is  Ordered  List  Manual  Start  is  Numbered  Item  Marker  Suffixed  get  Code  Indent  get  Item  Indent  get  New  Item  Code  Indent  get  Item  Marker  Suffixes  Item  Interrupt  Item  Interrupt  set  In  Item  Interrupt  can  Interrupt  can  Start  Sub  List  equals  hash  Code  Mutable  Item  Interrupt  Mutable  Item  Interrupt  Mutable  Item  Interrupt  is  Bullet  Item  Interrupts  Paragraph  is  Ordered  Item  Interrupts  Paragraph  is  Ordered  Non  One  Item  Interrupts  Paragraph  is  Empty  Bullet  Item  Interrupts  Paragraph  is  Empty  Ordered  Item  Interrupts  Paragraph  is  Empty  Ordered  Non  One  Item  Interrupts  Paragraph  is  Bullet  Item  Interrupts  Item  Paragraph  is  Ordered  Item  Interrupts  Item  Paragraph  is  Ordered  Non  One  Item  Interrupts  Item  Paragraph  is  Empty  Bullet  Item  Interrupts  Item  Paragraph  is  Empty  Ordered  Item  Interrupts  Item  Paragraph  is  Empty  Ordered  Non  One  Item  Interrupts  Item  Paragraph  is  Empty  Bullet  Sub  Item  Interrupts  Item  Paragraph  is  Empty  Ordered  Sub  Item  Interrupts  Item  Paragraph  is  Empty  Ordered  Non  One  Sub  Item  Interrupts  Item  Paragraph  set  Bullet  Item  Interrupts  Paragraph  set  Ordered  Item  Interrupts  Paragraph  set  Ordered  Non  One  Item  Interrupts  Paragraph  set  Empty  Bullet  Item  Interrupts  Paragraph  set  Empty  Ordered  Item  Interrupts  Paragraph  set  Empty  Ordered  Non  One  Item  Interrupts  Paragraph  set  Bullet  Item  Interrupts  Item  Paragraph  set  Ordered  Item  Interrupts  Item  Paragraph  set  Ordered  Non  One  Item  Interrupts  Item  Paragraph  set  Empty  Bullet  Item  Interrupts  Item  Paragraph  set  Empty  Ordered  Item  Interrupts  Item  Paragraph  set  Empty  Ordered  Non  One  Item  Interrupts  Item  Paragraph  set  Empty  Bullet  Sub  Item  Interrupts  Item  Paragraph  set  Empty  Ordered  Sub  Item  Interrupts  Item  Paragraph  set  Empty  Ordered  Non  One  Sub  Item  Interrupts  Item  Paragraph  equals  hash  Code,1,0
64,render,Emphasis  Node  Formatter  Context  Core  Node  Formatter,void,,append  get  Opening  Marker  render  Children  append  get  Opening  Marker,Core  Node  Formatter,uniquification  map  attribute  uniquification  id  map  Factory  formatter  Options  list  Options  my  Html  Block  Prefix  my  Html  Inline  Prefix  my  Translation  Autolink  Prefix  blank  Lines  my  Translation  Store  attribute  Uniquification  Id  Map  html  Entity  Placeholder  Generator  unwrapped  auto  links  unwrapped  auto  links  map,create  Core  Node  Formatter  get  Block  Quote  Like  Prefix  Char  get  Node  Formatting  Handlers  get  Node  Classes  get  Repository  get  Reference  Placement  get  Reference  Sort  append  Reference  render  Reference  Block  render  Document  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  Auto  Link  render  render  render  render,Markdown  Writer,,Markdown  Writer  Markdown  Writer  Markdown  Writer  get  Empty  Appendable  last  Block  Quote  Child  Prefix  append  Non  Translating  append  Non  Translating  append  Non  Translating  append  Non  Translating  append  Translating  append  Translating  append  Translating  append  Translating,0,0
65,render,Emphasis  Node  Formatter  Context  Core  Node  Formatter,void,,append  get  Opening  Marker  render  Children  append  get  Opening  Marker,Markdown  Writer,,Markdown  Writer  Markdown  Writer  Markdown  Writer  get  Empty  Appendable  last  Block  Quote  Child  Prefix  append  Non  Translating  append  Non  Translating  append  Non  Translating  append  Non  Translating  append  Translating  append  Translating  append  Translating  append  Translating,Core  Node  Formatter,uniquification  map  attribute  uniquification  id  map  Factory  formatter  Options  list  Options  my  Html  Block  Prefix  my  Html  Inline  Prefix  my  Translation  Autolink  Prefix  blank  Lines  my  Translation  Store  attribute  Uniquification  Id  Map  html  Entity  Placeholder  Generator  unwrapped  auto  links  unwrapped  auto  links  map,create  Core  Node  Formatter  get  Block  Quote  Like  Prefix  Char  get  Node  Formatting  Handlers  get  Node  Classes  get  Repository  get  Reference  Placement  get  Reference  Sort  append  Reference  render  Reference  Block  render  Document  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  Auto  Link  render  render  render  render,1,1
66,render,Emphasis  Node  Formatter  Context  Core  Node  Formatter,void,,append  get  Opening  Marker  render  Children  append  get  Opening  Marker,Core  Node  Formatter,uniquification  map  attribute  uniquification  id  map  Factory  formatter  Options  list  Options  my  Html  Block  Prefix  my  Html  Inline  Prefix  my  Translation  Autolink  Prefix  blank  Lines  my  Translation  Store  attribute  Uniquification  Id  Map  html  Entity  Placeholder  Generator  unwrapped  auto  links  unwrapped  auto  links  map,create  Core  Node  Formatter  get  Block  Quote  Like  Prefix  Char  get  Node  Formatting  Handlers  get  Node  Classes  get  Repository  get  Reference  Placement  get  Reference  Sort  append  Reference  render  Reference  Block  render  Document  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  Auto  Link  render  render  render  render,Markdown  Writer,,Markdown  Writer  Markdown  Writer  Markdown  Writer  get  Empty  Appendable  last  Block  Quote  Child  Prefix  append  Non  Translating  append  Non  Translating  append  Non  Translating  append  Non  Translating  append  Translating  append  Translating  append  Translating  append  Translating,0,0
67,render,Emphasis  Node  Formatter  Context  Core  Node  Formatter,void,,append  get  Opening  Marker  render  Children  append  get  Opening  Marker,Markdown  Writer,,Markdown  Writer  Markdown  Writer  Markdown  Writer  get  Empty  Appendable  last  Block  Quote  Child  Prefix  append  Non  Translating  append  Non  Translating  append  Non  Translating  append  Non  Translating  append  Translating  append  Translating  append  Translating  append  Translating,Core  Node  Formatter,uniquification  map  attribute  uniquification  id  map  Factory  formatter  Options  list  Options  my  Html  Block  Prefix  my  Html  Inline  Prefix  my  Translation  Autolink  Prefix  blank  Lines  my  Translation  Store  attribute  Uniquification  Id  Map  html  Entity  Placeholder  Generator  unwrapped  auto  links  unwrapped  auto  links  map,create  Core  Node  Formatter  get  Block  Quote  Like  Prefix  Char  get  Node  Formatting  Handlers  get  Node  Classes  get  Repository  get  Reference  Placement  get  Reference  Sort  append  Reference  render  Reference  Block  render  Document  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  render  Auto  Link  render  render  render  render,1,1
68,render,Node  Renderer  Context  Html  Writer  Ins  Jira  Renderer,void,,raw  render  Children  raw,Ins  Jira  Renderer,Factory,Ins  Jira  Renderer  get  Node  Rendering  Handlers  apply,Ins,opening  Marker  text  closing  Marker  ins  Block  Text,get  Segments  get  Ast  Extra  Ins  Ins  Ins  Ins  get  Opening  Marker  set  Opening  Marker  get  Text  set  Text  get  Closing  Marker  set  Closing  Marker,0,0
69,render,Node  Renderer  Context  Html  Writer  Ins  Jira  Renderer,void,,raw  render  Children  raw,Ins,opening  Marker  text  closing  Marker  ins  Block  Text,get  Segments  get  Ast  Extra  Ins  Ins  Ins  Ins  get  Opening  Marker  set  Opening  Marker  get  Text  set  Text  get  Closing  Marker  set  Closing  Marker,Ins  Jira  Renderer,Factory,Ins  Jira  Renderer  get  Node  Rendering  Handlers  apply,1,1
70,render  Toc  Headers,Node  Renderer  Context  Html  Writer  Node  List  Heading  Toc  Node  Renderer,void,source  Position  Attribute,filtered  Headings  html  Heading  Texts  collect  map  stream  get  First  to  List  collect  map  stream  get  First  to  List  render  Html  Toc  is  Empty  get  Html  Options  get  Chars  get  Second,Toc  Node  Renderer,options  have  Title  Factory,Toc  Node  Renderer  get  Node  Rendering  Handlers  render  apply,Toc  Options,default  default  levels  default  title  default  title  level  valid  levels  list  type  List  Type  levels  is  Text  Only  is  Numbered  list  Type  is  Html  title  Level  title  is  Ast  Add  Options  is  Blank  Line  Spacer  div  Class  list  Class  is  Case  Sensitive  Toc  Tag  As  Mutable  levels  is  Text  Only  is  Numbered  list  Type  is  Html  title  Level  title  is  Ast  Add  Options  is  Blank  Line  Spacer  div  Class  list  Class  is  Case  Sensitive  Toc  Tag,to  Mutable  Toc  Options  Toc  Options  Toc  Options  Toc  Options  Toc  Options  Toc  Options  set  In  Toc  Options  is  Level  Included  with  Levels  with  Is  Html  with  Is  Text  Only  with  Is  Numbered  with  Title  Level  with  Title  with  List  Type  with  Is  Ast  Add  Options  with  Is  Blank  Line  Spacer  with  Raw  Title  Level  with  Raw  Title  with  Div  Class  with  List  Class  with  Level  List  get  Levels  get  Title  Heading  equals  hash  Code  to  String  As  Mutable  As  Mutable  to  Immutable  normalize  Title  set  In  set  Level  List  equals  hash  Code  to  String,0,0
71,render  Toc  Headers,Node  Renderer  Context  Html  Writer  Node  List  Heading  Toc  Node  Renderer,void,source  Position  Attribute,filtered  Headings  html  Heading  Texts  collect  map  stream  get  First  to  List  collect  map  stream  get  First  to  List  render  Html  Toc  is  Empty  get  Html  Options  get  Chars  get  Second,Toc  Options,default  default  levels  default  title  default  title  level  valid  levels  list  type  List  Type  levels  is  Text  Only  is  Numbered  list  Type  is  Html  title  Level  title  is  Ast  Add  Options  is  Blank  Line  Spacer  div  Class  list  Class  is  Case  Sensitive  Toc  Tag  As  Mutable  levels  is  Text  Only  is  Numbered  list  Type  is  Html  title  Level  title  is  Ast  Add  Options  is  Blank  Line  Spacer  div  Class  list  Class  is  Case  Sensitive  Toc  Tag,to  Mutable  Toc  Options  Toc  Options  Toc  Options  Toc  Options  Toc  Options  Toc  Options  set  In  Toc  Options  is  Level  Included  with  Levels  with  Is  Html  with  Is  Text  Only  with  Is  Numbered  with  Title  Level  with  Title  with  List  Type  with  Is  Ast  Add  Options  with  Is  Blank  Line  Spacer  with  Raw  Title  Level  with  Raw  Title  with  Div  Class  with  List  Class  with  Level  List  get  Levels  get  Title  Heading  equals  hash  Code  to  String  As  Mutable  As  Mutable  to  Immutable  normalize  Title  set  In  set  Level  List  equals  hash  Code  to  String,Toc  Node  Renderer,options  have  Title  Factory,Toc  Node  Renderer  get  Node  Rendering  Handlers  render  apply,1,1
72,render  Toc  Headers,Node  Renderer  Context  Html  Writer  Node  List  Heading  Toc  Options,void,source  Position  Attribute,filtered  Headings  html  Heading  Texts  collect  map  stream  get  First  to  List  collect  map  stream  get  First  to  List  render  Html  Toc  is  Empty  get  Html  Options  get  Chars  get  Second,Sim  Toc  Node  Renderer,options  Factory,Sim  Toc  Node  Renderer  get  Node  Rendering  Handlers  render  render  render  render  apply,Toc  Options,default  default  levels  default  title  default  title  level  valid  levels  list  type  List  Type  levels  is  Text  Only  is  Numbered  list  Type  is  Html  title  Level  title  is  Ast  Add  Options  is  Blank  Line  Spacer  div  Class  list  Class  is  Case  Sensitive  Toc  Tag  As  Mutable  levels  is  Text  Only  is  Numbered  list  Type  is  Html  title  Level  title  is  Ast  Add  Options  is  Blank  Line  Spacer  div  Class  list  Class  is  Case  Sensitive  Toc  Tag,to  Mutable  Toc  Options  Toc  Options  Toc  Options  Toc  Options  Toc  Options  Toc  Options  set  In  Toc  Options  is  Level  Included  with  Levels  with  Is  Html  with  Is  Text  Only  with  Is  Numbered  with  Title  Level  with  Title  with  List  Type  with  Is  Ast  Add  Options  with  Is  Blank  Line  Spacer  with  Raw  Title  Level  with  Raw  Title  with  Div  Class  with  List  Class  with  Level  List  get  Levels  get  Title  Heading  equals  hash  Code  to  String  As  Mutable  As  Mutable  to  Immutable  normalize  Title  set  In  set  Level  List  equals  hash  Code  to  String,0,0
73,render  Toc  Headers,Node  Renderer  Context  Html  Writer  Node  List  Heading  Toc  Options,void,source  Position  Attribute,filtered  Headings  html  Heading  Texts  collect  map  stream  get  First  to  List  collect  map  stream  get  First  to  List  render  Html  Toc  is  Empty  get  Html  Options  get  Chars  get  Second,Toc  Options,default  default  levels  default  title  default  title  level  valid  levels  list  type  List  Type  levels  is  Text  Only  is  Numbered  list  Type  is  Html  title  Level  title  is  Ast  Add  Options  is  Blank  Line  Spacer  div  Class  list  Class  is  Case  Sensitive  Toc  Tag  As  Mutable  levels  is  Text  Only  is  Numbered  list  Type  is  Html  title  Level  title  is  Ast  Add  Options  is  Blank  Line  Spacer  div  Class  list  Class  is  Case  Sensitive  Toc  Tag,to  Mutable  Toc  Options  Toc  Options  Toc  Options  Toc  Options  Toc  Options  Toc  Options  set  In  Toc  Options  is  Level  Included  with  Levels  with  Is  Html  with  Is  Text  Only  with  Is  Numbered  with  Title  Level  with  Title  with  List  Type  with  Is  Ast  Add  Options  with  Is  Blank  Line  Spacer  with  Raw  Title  Level  with  Raw  Title  with  Div  Class  with  List  Class  with  Level  List  get  Levels  get  Title  Heading  equals  hash  Code  to  String  As  Mutable  As  Mutable  to  Immutable  normalize  Title  set  In  set  Level  List  equals  hash  Code  to  String,Sim  Toc  Node  Renderer,options  Factory,Sim  Toc  Node  Renderer  get  Node  Rendering  Handlers  render  render  render  render  apply,1,0
74,validate  Linked,Classifying  Node  Tracker,void,,get  Next  get  Parent,Classifying  Node  Tracker,node  Classifier  host  exclusion  Map  exclusion  Set  node  Ancestry  Map,Classifying  Node  Tracker  get  Exclusion  Map  get  Node  Ancestry  Map  get  Exclusion  Set  get  Node  Classifier  node  Added  node  Added  With  Children  node  Added  With  Descendants  add  Nodes  validate  Unlinked  node  Removed  node  Removed  With  Children  node  Removed  With  Descendants  remove  Nodes  get  Items  get  Category  Items,Node,empty  segments  splice  ast  adapter  parent  first  Child  last  Child  prev  next  chars,get  First  Child  get  Next  Node  Node  get  Start  Offset  get  End  Offset  get  Text  Length  get  Base  Sequence  get  Source  Range  base  Sub  Sequence  base  Sub  Sequence  get  Empty  Prefix  get  Empty  Suffix  get  Start  Of  Line  get  End  Of  Line  start  Of  Line  end  Of  Line  line  Column  At  Index  line  Column  At  Start  get  Line  Column  At  End  get  Ancestor  Of  Type  count  Ancestors  Of  Type  count  Direct  Ancestors  Of  Type  get  Oldest  Ancestor  Of  Type  After  get  Child  Of  Type  get  Node  Of  Type  Index  is  Or  Descendant  Of  Type  get  Node  Of  Type  Index  get  Last  Blank  Line  Child  get  Children  get  Reversed  Children  get  Descendants  get  Reversed  Descendants  get  Child  Iterator  get  Reversed  Child  Iterator  get  Chars  remove  Children  has  Children  has  Or  More  Children  get  Document  set  Chars  get  Next  get  Last  In  Chain  get  Previous  extract  To  First  In  Chain  extract  Chain  To  get  First  In  Chain  get  Previous  Any  Not  get  Previous  Any  get  Next  Any  Not  get  Next  Any  get  First  Child  get  First  Child  Any  Not  get  First  Child  Any  get  Last  Child  get  Last  Child  Any  Not  get  Last  Child  Any  get  Parent  get  Grand  Parent  set  Parent  append  Child  prepend  Child  unlink  insert  After  insert  Before  to  String  get  Ast  Extra  ast  Extra  Chars  ast  Chars  to  String  Attributes  get  Segments  get  Lead  Segment  get  Trail  Segment  spanning  Chars  set  Chars  From  Content  Only  set  Chars  From  Content  segment  Span  segment  Span  Chars  segment  Span  Chars  segment  Span  segment  Span  Chars  segment  Span  Chars  To  Visible  delimited  Segment  Span  delimited  Segment  Span  Chars  take  Children  get  Node  Name  ast  String  to  Ast  String  to  Segment  Span  get  Child  Chars  get  Exact  Child  Chars  get  Blank  Line  Sibling  move  Trailing  Blank  Lines  get  Line  Number  get  Start  Line  Number  get  End  Line  Number  get  Segments  For  Chars  get  Chars  From  Segments  set  Chars  From  Segments  append  Chain  insert  Chain  After  insert  Chain  Before,0,0
75,validate  Linked,Classifying  Node  Tracker,void,,get  Next  get  Parent,Node,empty  segments  splice  ast  adapter  parent  first  Child  last  Child  prev  next  chars,get  First  Child  get  Next  Node  Node  get  Start  Offset  get  End  Offset  get  Text  Length  get  Base  Sequence  get  Source  Range  base  Sub  Sequence  base  Sub  Sequence  get  Empty  Prefix  get  Empty  Suffix  get  Start  Of  Line  get  End  Of  Line  start  Of  Line  end  Of  Line  line  Column  At  Index  line  Column  At  Start  get  Line  Column  At  End  get  Ancestor  Of  Type  count  Ancestors  Of  Type  count  Direct  Ancestors  Of  Type  get  Oldest  Ancestor  Of  Type  After  get  Child  Of  Type  get  Node  Of  Type  Index  is  Or  Descendant  Of  Type  get  Node  Of  Type  Index  get  Last  Blank  Line  Child  get  Children  get  Reversed  Children  get  Descendants  get  Reversed  Descendants  get  Child  Iterator  get  Reversed  Child  Iterator  get  Chars  remove  Children  has  Children  has  Or  More  Children  get  Document  set  Chars  get  Next  get  Last  In  Chain  get  Previous  extract  To  First  In  Chain  extract  Chain  To  get  First  In  Chain  get  Previous  Any  Not  get  Previous  Any  get  Next  Any  Not  get  Next  Any  get  First  Child  get  First  Child  Any  Not  get  First  Child  Any  get  Last  Child  get  Last  Child  Any  Not  get  Last  Child  Any  get  Parent  get  Grand  Parent  set  Parent  append  Child  prepend  Child  unlink  insert  After  insert  Before  to  String  get  Ast  Extra  ast  Extra  Chars  ast  Chars  to  String  Attributes  get  Segments  get  Lead  Segment  get  Trail  Segment  spanning  Chars  set  Chars  From  Content  Only  set  Chars  From  Content  segment  Span  segment  Span  Chars  segment  Span  Chars  segment  Span  segment  Span  Chars  segment  Span  Chars  To  Visible  delimited  Segment  Span  delimited  Segment  Span  Chars  take  Children  get  Node  Name  ast  String  to  Ast  String  to  Segment  Span  get  Child  Chars  get  Exact  Child  Chars  get  Blank  Line  Sibling  move  Trailing  Blank  Lines  get  Line  Number  get  Start  Line  Number  get  End  Line  Number  get  Segments  For  Chars  get  Chars  From  Segments  set  Chars  From  Segments  append  Chain  insert  Chain  After  insert  Chain  Before,Classifying  Node  Tracker,node  Classifier  host  exclusion  Map  exclusion  Set  node  Ancestry  Map,Classifying  Node  Tracker  get  Exclusion  Map  get  Node  Ancestry  Map  get  Exclusion  Set  get  Node  Classifier  node  Added  node  Added  With  Children  node  Added  With  Descendants  add  Nodes  validate  Unlinked  node  Removed  node  Removed  With  Children  node  Removed  With  Descendants  remove  Nodes  get  Items  get  Category  Items,1,1
76,validate  Unlinked,Node,void,,get  Next  get  Parent,Classifying  Node  Tracker,node  Classifier  host  exclusion  Map  exclusion  Set  node  Ancestry  Map,Classifying  Node  Tracker  get  Exclusion  Map  get  Node  Ancestry  Map  get  Exclusion  Set  get  Node  Classifier  node  Added  node  Added  With  Children  node  Added  With  Descendants  add  Nodes  node  Removed  node  Removed  With  Children  node  Removed  With  Descendants  remove  Nodes  get  Items  get  Category  Items,Node,empty  segments  splice  ast  adapter  parent  first  Child  last  Child  prev  next  chars,get  First  Child  get  Next  Node  Node  get  Start  Offset  get  End  Offset  get  Text  Length  get  Base  Sequence  get  Source  Range  base  Sub  Sequence  base  Sub  Sequence  get  Empty  Prefix  get  Empty  Suffix  get  Start  Of  Line  get  End  Of  Line  start  Of  Line  end  Of  Line  line  Column  At  Index  line  Column  At  Start  get  Line  Column  At  End  get  Ancestor  Of  Type  count  Ancestors  Of  Type  count  Direct  Ancestors  Of  Type  get  Oldest  Ancestor  Of  Type  After  get  Child  Of  Type  get  Node  Of  Type  Index  is  Or  Descendant  Of  Type  get  Node  Of  Type  Index  get  Last  Blank  Line  Child  get  Children  get  Reversed  Children  get  Descendants  get  Reversed  Descendants  get  Child  Iterator  get  Reversed  Child  Iterator  get  Chars  remove  Children  has  Children  has  Or  More  Children  get  Document  set  Chars  get  Next  get  Last  In  Chain  get  Previous  extract  To  First  In  Chain  extract  Chain  To  get  First  In  Chain  get  Previous  Any  Not  get  Previous  Any  get  Next  Any  Not  get  Next  Any  get  First  Child  get  First  Child  Any  Not  get  First  Child  Any  get  Last  Child  get  Last  Child  Any  Not  get  Last  Child  Any  get  Parent  get  Grand  Parent  set  Parent  append  Child  prepend  Child  unlink  insert  After  insert  Before  to  String  get  Ast  Extra  ast  Extra  Chars  ast  Chars  to  String  Attributes  get  Segments  get  Lead  Segment  get  Trail  Segment  spanning  Chars  set  Chars  From  Content  Only  set  Chars  From  Content  segment  Span  segment  Span  Chars  segment  Span  Chars  segment  Span  segment  Span  Chars  segment  Span  Chars  To  Visible  delimited  Segment  Span  delimited  Segment  Span  Chars  take  Children  get  Node  Name  ast  String  to  Ast  String  to  Segment  Span  get  Child  Chars  get  Exact  Child  Chars  get  Blank  Line  Sibling  move  Trailing  Blank  Lines  get  Line  Number  get  Start  Line  Number  get  End  Line  Number  get  Segments  For  Chars  get  Chars  From  Segments  set  Chars  From  Segments  append  Chain  insert  Chain  After  insert  Chain  Before  validate  Linked,0,0
77,validate  Unlinked,Node,void,,get  Next  get  Parent,Node,empty  segments  splice  ast  adapter  parent  first  Child  last  Child  prev  next  chars,get  First  Child  get  Next  Node  Node  get  Start  Offset  get  End  Offset  get  Text  Length  get  Base  Sequence  get  Source  Range  base  Sub  Sequence  base  Sub  Sequence  get  Empty  Prefix  get  Empty  Suffix  get  Start  Of  Line  get  End  Of  Line  start  Of  Line  end  Of  Line  line  Column  At  Index  line  Column  At  Start  get  Line  Column  At  End  get  Ancestor  Of  Type  count  Ancestors  Of  Type  count  Direct  Ancestors  Of  Type  get  Oldest  Ancestor  Of  Type  After  get  Child  Of  Type  get  Node  Of  Type  Index  is  Or  Descendant  Of  Type  get  Node  Of  Type  Index  get  Last  Blank  Line  Child  get  Children  get  Reversed  Children  get  Descendants  get  Reversed  Descendants  get  Child  Iterator  get  Reversed  Child  Iterator  get  Chars  remove  Children  has  Children  has  Or  More  Children  get  Document  set  Chars  get  Next  get  Last  In  Chain  get  Previous  extract  To  First  In  Chain  extract  Chain  To  get  First  In  Chain  get  Previous  Any  Not  get  Previous  Any  get  Next  Any  Not  get  Next  Any  get  First  Child  get  First  Child  Any  Not  get  First  Child  Any  get  Last  Child  get  Last  Child  Any  Not  get  Last  Child  Any  get  Parent  get  Grand  Parent  set  Parent  append  Child  prepend  Child  unlink  insert  After  insert  Before  to  String  get  Ast  Extra  ast  Extra  Chars  ast  Chars  to  String  Attributes  get  Segments  get  Lead  Segment  get  Trail  Segment  spanning  Chars  set  Chars  From  Content  Only  set  Chars  From  Content  segment  Span  segment  Span  Chars  segment  Span  Chars  segment  Span  segment  Span  Chars  segment  Span  Chars  To  Visible  delimited  Segment  Span  delimited  Segment  Span  Chars  take  Children  get  Node  Name  ast  String  to  Ast  String  to  Segment  Span  get  Child  Chars  get  Exact  Child  Chars  get  Blank  Line  Sibling  move  Trailing  Blank  Lines  get  Line  Number  get  Start  Line  Number  get  End  Line  Number  get  Segments  For  Chars  get  Chars  From  Segments  set  Chars  From  Segments  append  Chain  insert  Chain  After  insert  Chain  Before  validate  Linked,Classifying  Node  Tracker,node  Classifier  host  exclusion  Map  exclusion  Set  node  Ancestry  Map,Classifying  Node  Tracker  get  Exclusion  Map  get  Node  Ancestry  Map  get  Exclusion  Set  get  Node  Classifier  node  Added  node  Added  With  Children  node  Added  With  Descendants  add  Nodes  node  Removed  node  Removed  With  Children  node  Removed  With  Descendants  remove  Nodes  get  Items  get  Category  Items,1,0
78,render,Node  Renderer  Context  Html  Writer  Aside  Node  Renderer,void,,tag  Line  with  Cond  Indent  with  Attr  render  Children,Aside  Node  Renderer,Factory,Aside  Node  Renderer  get  Node  Rendering  Handlers  apply,Aside  Block,opening  Marker,get  Ast  Extra  get  Segments  Aside  Block  Aside  Block  Aside  Block  Aside  Block  get  Opening  Marker  set  Opening  Marker,0,0
79,render,Node  Renderer  Context  Html  Writer  Aside  Node  Renderer,void,,tag  Line  with  Cond  Indent  with  Attr  render  Children,Aside  Block,opening  Marker,get  Ast  Extra  get  Segments  Aside  Block  Aside  Block  Aside  Block  Aside  Block  get  Opening  Marker  set  Opening  Marker,Aside  Node  Renderer,Factory,Aside  Node  Renderer  get  Node  Rendering  Handlers  apply,1,1
80,render,Node  Renderer  Context  Html  Writer  Emoji  Jira  Renderer,void,,get  to  String  get  Text  text  render  Children  text  raw,Emoji  Jira  Renderer,short  Cut  Map  Factory,Emoji  Jira  Renderer  get  Node  Rendering  Handlers  apply,Emoji,opening  Marker  text  closing  Marker,get  Segments  get  Ast  Extra  Emoji  Emoji  Emoji  get  Opening  Marker  set  Opening  Marker  get  Text  set  Text  get  Closing  Marker  set  Closing  Marker  collect  Text,0,0
81,render,Node  Renderer  Context  Html  Writer  Emoji  Jira  Renderer,void,,get  to  String  get  Text  text  render  Children  text  raw,Emoji,opening  Marker  text  closing  Marker,get  Segments  get  Ast  Extra  Emoji  Emoji  Emoji  get  Opening  Marker  set  Opening  Marker  get  Text  set  Text  get  Closing  Marker  set  Closing  Marker  collect  Text,Emoji  Jira  Renderer,short  Cut  Map  Factory,Emoji  Jira  Renderer  get  Node  Rendering  Handlers  apply,1,1
82,render,Emoji  Node  Formatter  Context  Markdown  Writer,void,,append  get  Opening  Marker  append  Non  Translating  get  Text  append  get  Closing  Marker,Emoji  Node  Formatter,Factory,Emoji  Node  Formatter  get  Node  Classes  get  Node  Formatting  Handlers  create,Emoji,opening  Marker  text  closing  Marker,get  Segments  get  Ast  Extra  Emoji  Emoji  Emoji  get  Opening  Marker  set  Opening  Marker  get  Text  set  Text  get  Closing  Marker  set  Closing  Marker  collect  Text,0,0
