id,method-name,parametes-method,return-method,field-access,methods-method,contain-class-name,attributes-class,methods-class,contain-class-context,target-class-name,attributes-class,methods-class,target-class-context,tag,move-tag
485,get  Distinct  Row  Count,Rel  Node  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node,Double,,are  Columns  Definitely  Unique  multiply  get  Row  Count  get  Selectivity,Immutable  Bit  Set,comparator  ordering  address  bits  per  word  bits  per  word  word  mask  empty  longs  empty  from  bit  set  words  i  Closure  equivalence  closure  Builder  words  Rebuilder  original  Bit  Set,Immutable  Bit  Set  of  of  of  of  value  Of  value  Of  from  Bit  Set  range  range  word  Index  power  Set  get  get  check  Range  to  String  intersects  cardinality  count  Bits  hash  Code  size  equals  compare  To  next  Set  Bit  next  Clear  Bit  previous  Clear  Bit  iterator  has  Next  next  remove  to  List  as  List  get  size  iterator  as  Set  iterator  size  contains  to  Array  to  Long  Array  union  union  union  except  intersect  contains  index  Of  closure  length  is  Empty  builder  builder  rebuild  nth  set  set  set  If  clear  clear  If  to  Bit  Set  permute  permute  shift  copy  Closure  compute  Closure  Builder  build  build  And  Reset  build  set  get  trim  clear  would  Equal  cardinality  add  All  add  All  add  All  remove  All  set  is  Empty  intersect  Rebuilder  build  build,long  int  Iterable  Integer  Immutable  Int  List  long  Long  Buffer  Bit  Set  int  int  int  int  int  int  int  int  int  Immutable  Bit  Set  long  Object  Immutable  Bit  Set  int  int  int  int  Object  Bit  Set  Immutable  Bit  Set  Immutable  Bit  Set  Immutable  Bit  Set  Immutable  Bit  Set  Immutable  Bit  Set  int  Immutable  Bit  Set  Immutable  Bit  Set  int  int  int  boolean  int  boolean  int  int  boolean  Integer  Iterable  Immutable  Bit  Set  final  final  Integer  Integer  int  Rel  Trait  Set  Rel  Node  boolean  List  Immutable  Bit  Set  List  Aggregate  Call  Aggregate  Immutable  Bit  Set  int  long  Immutable  Bit  Set  int  int  int  int  Immutable  Bit  Set  Immutable  Bit  Set  Iterable  Integer  Immutable  Int  List  Immutable  Bit  Set  int  int  Immutable  Bit  Set  Immutable  Bit  Set  Immutable  Bit  Set,Rel  Md  Distinct  Row  Count,source,Rel  Md  Distinct  Row  Count  get  Def  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count,Rel  Node  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Union  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Sort  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Table  Modify  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Exchange  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Filter  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Join  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Aggregate  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Values  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Project  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Rel  Subset  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node,1,0
486,get  Distinct  Row  Count,Rel  Node  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node,Double,,are  Columns  Definitely  Unique  multiply  get  Row  Count  get  Selectivity,Rel  Md  Distinct  Row  Count,source,Rel  Md  Distinct  Row  Count  get  Def  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count,Rel  Node  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Union  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Sort  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Table  Modify  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Exchange  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Filter  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Join  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Aggregate  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Values  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Project  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Rel  Subset  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node,Rex  Node,describe  without  normalize  decrement  on  close  empty  digest,contains  Only  Conjunctions  close  with  Normalize  skip  Normalize  need  Normalize  get  Type  is  Always  True  is  Always  False  is  A  is  A  get  Kind  to  String  to  String  Raw  node  Count  accept  accept  equals  hash  Code,Pig  Filter  boolean  Sql  Kind  Collection  Sql  Kind  Rex  Visitor  R  p  p  Object,0,0
487,get  Distinct  Row  Count,Rel  Node  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node,Double,,are  Columns  Definitely  Unique  multiply  get  Row  Count  get  Selectivity,Rex  Node,describe  without  normalize  decrement  on  close  empty  digest,contains  Only  Conjunctions  close  with  Normalize  skip  Normalize  need  Normalize  get  Type  is  Always  True  is  Always  False  is  A  is  A  get  Kind  to  String  to  String  Raw  node  Count  accept  accept  equals  hash  Code,Pig  Filter  boolean  Sql  Kind  Collection  Sql  Kind  Rex  Visitor  R  p  p  Object,Rel  Md  Distinct  Row  Count,source,Rel  Md  Distinct  Row  Count  get  Def  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count,Rel  Node  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Union  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Sort  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Table  Modify  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Exchange  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Filter  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Join  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Aggregate  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Values  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Project  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Rel  Subset  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node,1,0
488,get  Distinct  Row  Count,Rel  Node  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node,Double,,are  Columns  Definitely  Unique  multiply  get  Row  Count  get  Selectivity,Rel  Md  Distinct  Row  Count,source,Rel  Md  Distinct  Row  Count  get  Def  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count,Rel  Node  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Union  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Sort  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Table  Modify  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Exchange  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Filter  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Join  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Aggregate  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Values  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Project  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Rel  Subset  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node,Rel  Metadata  Query,empty  collation  Handler  column  Origin  Handler  expression  Lineage  Handler  table  References  Handler  column  Uniqueness  Handler  cumulative  Cost  Handler  distinct  Row  Count  Handler  distribution  Handler  explain  Visibility  Handler  max  Row  Count  Handler  min  Row  Count  Handler  memory  Handler  non  Cumulative  Cost  Handler  parallelism  Handler  percentage  Original  Rows  Handler  population  Size  Handler  predicates  Handler  all  Predicates  Handler  node  Types  Handler  row  Count  Handler  selectivity  Handler  size  Handler  unique  Keys  Handler,Rel  Metadata  Query  Rel  Metadata  Query  Rel  Metadata  Query  instance  get  Node  Types  get  Row  Count  get  Max  Row  Count  get  Min  Row  Count  get  Cumulative  Cost  get  Non  Cumulative  Cost  get  Percentage  Original  Rows  get  Column  Origins  get  Column  Origin  get  Expression  Lineage  get  Table  References  get  Table  Origin  get  Selectivity  get  Unique  Keys  get  Unique  Keys  are  Rows  Unique  are  Columns  Unique  are  Columns  Unique  collations  distribution  get  Population  Size  get  Average  Row  Size  get  Average  Column  Sizes  get  Average  Column  Sizes  Not  Null  is  Phase  Transition  split  Count  memory  cumulative  Memory  Within  Phase  cumulative  Memory  Within  Phase  Split  get  Pulled  Up  Predicates  get  All  Predicates  is  Visible  In  Explain  get  Distribution  is  Valid  Rel  Node  Plan,boolean  Janino  Rel  Metadata  Provider  Rel  Metadata  Query  extends  extends  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  int  Rel  Node  int  Rel  Node  Rex  Node  Rel  Node  Rel  Node  Rel  Node  Rex  Node  Rel  Node  Rel  Node  boolean  Rel  Node  Rel  Node  Immutable  Bit  Set  Rel  Node  Immutable  Bit  Set  boolean  Rel  Node  Rel  Node  Rel  Node  Immutable  Bit  Set  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Immutable  Bit  Set  Rex  Node  Rel  Node  Rel  Node  Rel  Node  Sql  Explain  Level  Rel  Node  Rel  Node  Materialized  View  Rule,0,0
489,get  Distinct  Row  Count,Rel  Node  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node,Double,,are  Columns  Definitely  Unique  multiply  get  Row  Count  get  Selectivity,Rel  Metadata  Query,empty  collation  Handler  column  Origin  Handler  expression  Lineage  Handler  table  References  Handler  column  Uniqueness  Handler  cumulative  Cost  Handler  distinct  Row  Count  Handler  distribution  Handler  explain  Visibility  Handler  max  Row  Count  Handler  min  Row  Count  Handler  memory  Handler  non  Cumulative  Cost  Handler  parallelism  Handler  percentage  Original  Rows  Handler  population  Size  Handler  predicates  Handler  all  Predicates  Handler  node  Types  Handler  row  Count  Handler  selectivity  Handler  size  Handler  unique  Keys  Handler,Rel  Metadata  Query  Rel  Metadata  Query  Rel  Metadata  Query  instance  get  Node  Types  get  Row  Count  get  Max  Row  Count  get  Min  Row  Count  get  Cumulative  Cost  get  Non  Cumulative  Cost  get  Percentage  Original  Rows  get  Column  Origins  get  Column  Origin  get  Expression  Lineage  get  Table  References  get  Table  Origin  get  Selectivity  get  Unique  Keys  get  Unique  Keys  are  Rows  Unique  are  Columns  Unique  are  Columns  Unique  collations  distribution  get  Population  Size  get  Average  Row  Size  get  Average  Column  Sizes  get  Average  Column  Sizes  Not  Null  is  Phase  Transition  split  Count  memory  cumulative  Memory  Within  Phase  cumulative  Memory  Within  Phase  Split  get  Pulled  Up  Predicates  get  All  Predicates  is  Visible  In  Explain  get  Distribution  is  Valid  Rel  Node  Plan,boolean  Janino  Rel  Metadata  Provider  Rel  Metadata  Query  extends  extends  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  int  Rel  Node  int  Rel  Node  Rex  Node  Rel  Node  Rel  Node  Rel  Node  Rex  Node  Rel  Node  Rel  Node  boolean  Rel  Node  Rel  Node  Immutable  Bit  Set  Rel  Node  Immutable  Bit  Set  boolean  Rel  Node  Rel  Node  Rel  Node  Immutable  Bit  Set  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Immutable  Bit  Set  Rex  Node  Rel  Node  Rel  Node  Rel  Node  Sql  Explain  Level  Rel  Node  Rel  Node  Materialized  View  Rule,Rel  Md  Distinct  Row  Count,source,Rel  Md  Distinct  Row  Count  get  Def  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count,Rel  Node  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Union  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Sort  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Table  Modify  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Exchange  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Filter  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Join  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Aggregate  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Values  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Project  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Rel  Subset  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node,1,0
490,get  Distinct  Row  Count,Rel  Node  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node,Double,,are  Columns  Definitely  Unique  multiply  get  Row  Count  get  Selectivity,Rel  Md  Distinct  Row  Count,source,Rel  Md  Distinct  Row  Count  get  Def  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count,Rel  Node  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Union  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Sort  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Table  Modify  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Exchange  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Filter  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Join  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Aggregate  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Values  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Project  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Rel  Subset  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node,Rel  Subset,logger  delivered  required  task  State  best  Cost  set  best  timestamp  state  trigger  Rule  Dead  End  Finder  dead  Ends  visited  Nodes  active  Nodes  Cheapest  Plan  Replacer  planner,Rel  Subset  compute  Best  Cost  set  Delivered  set  Required  is  Delivered  is  Required  get  Best  get  Original  copy  compute  Self  Cost  estimate  Row  Count  explain  compute  Digest  derive  Row  Type  get  Parents  get  Parent  Subsets  input  Subsets  get  Parent  Rels  get  Set  add  build  Cheapest  Plan  propagate  Cost  Improvements  propagate  Cost  Improvements  collect  Variables  Used  collect  Variables  Set  get  Rels  get  Rel  List  get  Subsets  Satisfying  This  get  Satisfying  Subsets  get  Row  Count  visit  visit  Subset  visit  Rel  Cheapest  Plan  Replacer  trait  Diff  visit,Rel  Opt  Cluster  Rel  Set  Rel  Trait  Set  Rel  Opt  Planner  Rel  Trait  Set  List  Rel  Node  Rel  Opt  Planner  Rel  Metadata  Query  Rel  Metadata  Query  Rel  Writer  Volcano  Planner  Rel  Node  Rel  Node  Volcano  Planner  Volcano  Planner  Rel  Metadata  Query  Rel  Node  Set  Rel  Subset  Volcano  Planner  Rel  Metadata  Query  Rel  Node  Set  Rel  Subset  Rel  Node  Set  Correlation  Id  Set  Correlation  Id  Rel  Metadata  Query  Rel  Md  Row  Count  Rel  Node  Rel  Subset  Rel  Node  Volcano  Planner  Rel  Trait  Set  Rel  Trait  Set  Rel  Node  int  Rel  Node,0,0
491,get  Distinct  Row  Count,Rel  Node  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node,Double,,are  Columns  Definitely  Unique  multiply  get  Row  Count  get  Selectivity,Rel  Subset,logger  delivered  required  task  State  best  Cost  set  best  timestamp  state  trigger  Rule  Dead  End  Finder  dead  Ends  visited  Nodes  active  Nodes  Cheapest  Plan  Replacer  planner,Rel  Subset  compute  Best  Cost  set  Delivered  set  Required  is  Delivered  is  Required  get  Best  get  Original  copy  compute  Self  Cost  estimate  Row  Count  explain  compute  Digest  derive  Row  Type  get  Parents  get  Parent  Subsets  input  Subsets  get  Parent  Rels  get  Set  add  build  Cheapest  Plan  propagate  Cost  Improvements  propagate  Cost  Improvements  collect  Variables  Used  collect  Variables  Set  get  Rels  get  Rel  List  get  Subsets  Satisfying  This  get  Satisfying  Subsets  get  Row  Count  visit  visit  Subset  visit  Rel  Cheapest  Plan  Replacer  trait  Diff  visit,Rel  Opt  Cluster  Rel  Set  Rel  Trait  Set  Rel  Opt  Planner  Rel  Trait  Set  List  Rel  Node  Rel  Opt  Planner  Rel  Metadata  Query  Rel  Metadata  Query  Rel  Writer  Volcano  Planner  Rel  Node  Rel  Node  Volcano  Planner  Volcano  Planner  Rel  Metadata  Query  Rel  Node  Set  Rel  Subset  Volcano  Planner  Rel  Metadata  Query  Rel  Node  Set  Rel  Subset  Rel  Node  Set  Correlation  Id  Set  Correlation  Id  Rel  Metadata  Query  Rel  Md  Row  Count  Rel  Node  Rel  Subset  Rel  Node  Volcano  Planner  Rel  Trait  Set  Rel  Trait  Set  Rel  Node  int  Rel  Node,Rel  Md  Distinct  Row  Count,source,Rel  Md  Distinct  Row  Count  get  Def  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count,Rel  Node  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Union  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Sort  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Table  Modify  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Exchange  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Filter  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Join  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Aggregate  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Values  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Project  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Rel  Subset  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node,1,0
492,get  Distinct  Row  Count,Rel  Node  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node,Double,,are  Columns  Definitely  Unique  multiply  get  Row  Count  get  Selectivity,Rel  Md  Distinct  Row  Count,source,Rel  Md  Distinct  Row  Count  get  Def  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count,Rel  Node  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Union  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Sort  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Table  Modify  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Exchange  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Filter  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Join  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Aggregate  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Values  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Project  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Rel  Subset  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node,Immutable  Bit  Set,comparator  ordering  address  bits  per  word  bits  per  word  word  mask  empty  longs  empty  from  bit  set  words  i  Closure  equivalence  closure  Builder  words  Rebuilder  original  Bit  Set,Immutable  Bit  Set  of  of  of  of  value  Of  value  Of  from  Bit  Set  range  range  word  Index  power  Set  get  get  check  Range  to  String  intersects  cardinality  count  Bits  hash  Code  size  equals  compare  To  next  Set  Bit  next  Clear  Bit  previous  Clear  Bit  iterator  has  Next  next  remove  to  List  as  List  get  size  iterator  as  Set  iterator  size  contains  to  Array  to  Long  Array  union  union  union  except  intersect  contains  index  Of  closure  length  is  Empty  builder  builder  rebuild  nth  set  set  set  If  clear  clear  If  to  Bit  Set  permute  permute  shift  copy  Closure  compute  Closure  Builder  build  build  And  Reset  build  set  get  trim  clear  would  Equal  cardinality  add  All  add  All  add  All  remove  All  set  is  Empty  intersect  Rebuilder  build  build,long  int  Iterable  Integer  Immutable  Int  List  long  Long  Buffer  Bit  Set  int  int  int  int  int  int  int  int  int  Immutable  Bit  Set  long  Object  Immutable  Bit  Set  int  int  int  int  Object  Bit  Set  Immutable  Bit  Set  Immutable  Bit  Set  Immutable  Bit  Set  Immutable  Bit  Set  Immutable  Bit  Set  int  Immutable  Bit  Set  Immutable  Bit  Set  int  int  int  boolean  int  boolean  int  int  boolean  Integer  Iterable  Immutable  Bit  Set  final  final  Integer  Integer  int  Rel  Trait  Set  Rel  Node  boolean  List  Immutable  Bit  Set  List  Aggregate  Call  Aggregate  Immutable  Bit  Set  int  long  Immutable  Bit  Set  int  int  int  int  Immutable  Bit  Set  Immutable  Bit  Set  Iterable  Integer  Immutable  Int  List  Immutable  Bit  Set  int  int  Immutable  Bit  Set  Immutable  Bit  Set  Immutable  Bit  Set,0,0
493,get  Distinct  Row  Count,Rel  Node  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node,Double,,are  Columns  Definitely  Unique  multiply  get  Row  Count  get  Selectivity,Immutable  Bit  Set,comparator  ordering  address  bits  per  word  bits  per  word  word  mask  empty  longs  empty  from  bit  set  words  i  Closure  equivalence  closure  Builder  words  Rebuilder  original  Bit  Set,Immutable  Bit  Set  of  of  of  of  value  Of  value  Of  from  Bit  Set  range  range  word  Index  power  Set  get  get  check  Range  to  String  intersects  cardinality  count  Bits  hash  Code  size  equals  compare  To  next  Set  Bit  next  Clear  Bit  previous  Clear  Bit  iterator  has  Next  next  remove  to  List  as  List  get  size  iterator  as  Set  iterator  size  contains  to  Array  to  Long  Array  union  union  union  except  intersect  contains  index  Of  closure  length  is  Empty  builder  builder  rebuild  nth  set  set  set  If  clear  clear  If  to  Bit  Set  permute  permute  shift  copy  Closure  compute  Closure  Builder  build  build  And  Reset  build  set  get  trim  clear  would  Equal  cardinality  add  All  add  All  add  All  remove  All  set  is  Empty  intersect  Rebuilder  build  build,long  int  Iterable  Integer  Immutable  Int  List  long  Long  Buffer  Bit  Set  int  int  int  int  int  int  int  int  int  Immutable  Bit  Set  long  Object  Immutable  Bit  Set  int  int  int  int  Object  Bit  Set  Immutable  Bit  Set  Immutable  Bit  Set  Immutable  Bit  Set  Immutable  Bit  Set  Immutable  Bit  Set  int  Immutable  Bit  Set  Immutable  Bit  Set  int  int  int  boolean  int  boolean  int  int  boolean  Integer  Iterable  Immutable  Bit  Set  final  final  Integer  Integer  int  Rel  Trait  Set  Rel  Node  boolean  List  Immutable  Bit  Set  List  Aggregate  Call  Aggregate  Immutable  Bit  Set  int  long  Immutable  Bit  Set  int  int  int  int  Immutable  Bit  Set  Immutable  Bit  Set  Iterable  Integer  Immutable  Int  List  Immutable  Bit  Set  int  int  Immutable  Bit  Set  Immutable  Bit  Set  Immutable  Bit  Set,Rel  Md  Distinct  Row  Count,source,Rel  Md  Distinct  Row  Count  get  Def  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count,Rel  Node  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Union  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Sort  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Table  Modify  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Exchange  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Filter  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Join  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Aggregate  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Values  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Project  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Rel  Subset  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node,1,0
494,get  Distinct  Row  Count,Rel  Node  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node,Double,,are  Columns  Definitely  Unique  multiply  get  Row  Count  get  Selectivity,Rel  Md  Distinct  Row  Count,source,Rel  Md  Distinct  Row  Count  get  Def  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count  get  Distinct  Row  Count,Rel  Node  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Union  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Sort  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Table  Modify  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Exchange  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Filter  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Join  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Aggregate  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Values  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Project  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node  Rel  Subset  Rel  Metadata  Query  Immutable  Bit  Set  Rex  Node,Rex  Node,describe  without  normalize  decrement  on  close  empty  digest,contains  Only  Conjunctions  close  with  Normalize  skip  Normalize  need  Normalize  get  Type  is  Always  True  is  Always  False  is  A  is  A  get  Kind  to  String  to  String  Raw  node  Count  accept  accept  equals  hash  Code,Pig  Filter  boolean  Sql  Kind  Collection  Sql  Kind  Rex  Visitor  R  p  p  Object,0,0
